Year,ActionGeo_CountryCode,avg_GoldsteinScale,sum_NumArticles,avg_AvgTone,min_AvgTone,max_AvgTone
2020,CM,0.072292401096748754,301731,-3.0394035949086371,-28.3018867924528,13.2075471698113
2020,SU,0.79262101473940472,535733,-2.551615113359317,-26.3157894736842,16.4772727272728
2020,YI,-0.24846350832266317,9455,-2.7788865618975653,-19.5945945945946,8.28025477707007
2017,GH,1.105819254927443,1968105,-0.60296571215775729,-26.984126984127,27.2727272727273
2017,BR,0.6136212466454,7664563,-2.009666277576688,-36.6666666666667,20.5357142857143
2017,MR,1.205928782671249,349510,-1.5530246431019266,-24.4897959183674,15.7894736842105
2017,AA,1.326509831460674,32727,-0.66909483710885564,-14.6666666666667,14.5539906103286
2017,SH,0.63902702702702729,7665,-1.4370163152961768,-13.7254901960784,8.10344827586207
2016,BL,1.0932879597700773,1713136,-1.7703423205496485,-24.5283018867924,16.3934426229508
2015,AG,0.7227275437573768,1264503,-2.0408892502707254,-22.9141475211608,21.6867469879518
2015,RB,0.59989482921874548,910931,-1.8628014103335959,-22.972972972973,18.1818181818182
2015,MV,0.006526286796272633,221392,-3.3571677491537044,-22.0588235294118,21.3483146067416
2018,AV,2.0390466862553058,18021,1.1513245922825239,-12.0218579234973,14.2857142857143
2018,BK,0.45980363910374328,305280,-2.2539251022625111,-28.8888888888889,18.1102362204724
2020,JQ,-0.35999999999999988,25,-1.710300207498344,-2.90841584158416,0.195694716242659
2015,TL,2.0570739549839225,3089,0.91637944332539578,-8.33333333333333,7.33056708160442
2020,DA,1.2378375154093926,500584,-1.3139928234761065,-24.0506329113924,19.047619047619
2019,UK,0.74531628832633734,20212734,-1.5569224199445366,-31.25,27.5590551181102
2020,HO,0.8577223799068171,268455,-2.7997991928454065,-22.5352112676056,13.1147540983607
2020,MU,1.8064177495318616,205648,-0.45928279943520328,-19.5488721804511,20.7207207207207
2019,AS,0.50452393073962776,6624062,-2.0790075317236445,-38.4615384615385,26.9230769230769
2020,FO,2.0521551724137925,4181,0.13618017026946502,-7.89473684210526,8.14814814814815
2019,JM,0.81214224213944131,502287,-0.955297939166309,-22.3771093176816,17.3913043478261
2019,RQ,1.1006859227545451,405002,-1.895731187602282,-26.6507557677009,15.1515151515152
2017,TH,0.70137358249480908,1499082,-1.7849111169543843,-25.3731343283583,20.6896551724138
2017,SP,0.71463666635139966,10931245,-1.7329481533048545,-32.6530612244898,28.3950617283951
2017,AJ,1.0098552997573527,1751452,-1.0923424378888824,-22.4137931034482,19.4029850746269
2016,QA,1.9810557285875179,1332999,-0.16939721632505425,-22.9166666666667,23.9520958083832
2016,BO,1.17845786250954,2041603,-1.466694292862093,-35.7142857142857,19.5652173913044
2016,CM,0.46851701558273862,722840,-2.6412351089769173,-25.4901960784314,17.8403755868545
2016,GB,0.74011865302583257,284052,-1.812206195637015,-29.8245614035088,16.3408027579414
2015,NO,1.1143966418863849,1383907,-1.5490546409289336,-29.2565947242206,22.0512820512821
2015,BK,0.093697191594621,327856,-3.1343989870317737,-23.8095238095238,16.6666666666667
2015,MT,1.4626990372186413,506387,-1.0527690866513992,-27.710843373494,16.6666666666667
2018,BC,1.2276760048721058,214182,-0.41538808503637459,-16.8582375478927,19.3548387096774
2018,BU,1.3937340863468657,1881954,-0.82411759618984448,-26.6055045871559,20.2702702702703
2018,CV,1.6010607381575126,51277,0.21642955614346884,-15.2727272727273,13.0872483221477
2018,GQ,0.96190861130020422,131503,-1.9583262573693934,-22.9591836734693,17.5824175824176
2018,MN,1.5355691255495847,125041,0.76617284750197423,-20.2898550724638,20.4166666666667
2018,NG,0.31621860511657379,344298,-2.6082314017999666,-25.8741258741259,18.9349112426036
2019,FM,1.8246386333771356,21682,0.03958309101850585,-18.1818181818182,10.6164383561644
2019,KQ,2.95,4,1.85430463576159,1.85430463576159,1.85430463576159
2020,AR,1.3132717526370183,1852236,-1.7920099303968551,-23.134328358209,12.7906976744186
2020,BO,1.1559037047873315,726729,-1.70701244408695,-21.0526315789474,20.1492537313433
2020,PA,0.87036406297305458,206304,-2.1909028914361519,-15.3623188405797,13.0434782608696
2020,GQ,0.94685073339085424,105833,-2.6626673437877937,-24.0,10.5882352941177
2020,SA,0.691578860905635,1184920,-2.1621230764215653,-29.4117647058824,26.7295597484277
2019,LO,0.68186886274978742,441238,-1.5913604804379038,-21.7391304347826,15.2173913043478
2020,MH,1.2837813620071687,16681,-0.94888445799687859,-11.4754098360655,11.9205298013245
2019,SZ,1.1619536206067718,2084846,-1.3430016419440836,-40.0,21.4285714285714
2019,RB,0.55976745315865317,786909,-1.2579251539957128,-29.8887122416535,20.5882352941176
2019,RM,1.0483587553386211,39536,-1.6533044955022722,-23.0769230769231,11.9402985074627
2017,GV,1.1904034693719507,426510,-1.3007143870416678,-19.277108433735,13.4831460674157
2016,VE,0.77351768649676345,6023518,-2.0037409248582154,-57.903099060058594,17.2413793103448
2017,BY,0.33704360764564495,351245,-3.5305193075212462,-23.0769230769231,16.0493827160494
2016,MD,1.1312115610873474,1424756,-1.0665556670807412,-24.0384615384615,20.1298701298701
2016,UP,0.090668510213587558,13552262,-2.6409219031440418,-28.571428298950195,25.0
2015,BC,1.2419842833525836,244569,-0.65768794963087551,-16.8604651162791,12.5
2015,EI,0.88886597196602779,2687422,-1.2552719680612425,-23.8461538461538,20.8108108108108
2015,PO,1.3006270811552734,1536579,-0.96520394564737833,-29.9299883313886,28.1767955801105
2016,TX,0.85660321712540732,304459,-0.89053897747662525,-23.2456140350877,20.0
2016,SB,1.3489510491177747,768,-0.81398278707918714,-10.1806239737274,5.60747663551402
2015,OC,1.5017304057001604,32848,-0.71410904913553153,-13.0434782608696,13.7614678899083
2018,CF,0.27502505584737058,512391,-2.9201258732430491,-26.3157894736842,14.6067415730337
2018,BF,0.83072642152911269,328120,-1.3965295089006224,-25.3012048192771,18.0555555555556
2018,PM,1.0047881327040078,822009,-1.6830052782422904,-25.8426966292135,20.125786163522
2015,TV,1.7376724655068982,16261,-1.1897427537984513,-11.4336492890995,11.4285714285714
2015,FK,0.069090909090909036,1278,-1.0324320948992194,-13.3858267716535,12.4513618677042
2018,DQ,3.7583333333333333,51,-2.0362266045375286,-2.91806958473625,0.24906600249066
2019,FO,1.7719309887193102,9591,0.830340380393725,-12.280701754386,10.6685633001422
